AEP_SI,BP_SI,BSAC_SI,CHTR_SI,CMCSA_SI,GOOG_SI,HON_SI,HSBC_SI,MCD_SI,MMM_SI,NEE_SI,PM_SI,UNH_SI,UPS_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
3059300,8184500,265200,540400,16360500,18640000,1798600,3284600,3484400,1899600,6368000,4904900,1935800,3508200,21345400,2020-07-22,41.540000915527344,1858.0999755859375,26824.560546875,3254.860107421875,0.5910000205039978,24.559999465942383
2707400,9070500,465600,540600,22357200,32552000,2625600,3619600,2702200,2695100,8150000,5116900,2367700,2349200,17934400,2020-07-23,41.95000076293945,1868.699951171875,26955.970703125,3271.639892578125,0.5839999914169312,23.969999313354492
2085900,10917900,394900,587700,21926100,30880000,4368300,2420700,2199900,2524700,7716000,5695000,2415700,2539000,16415300,2020-07-24,41.060001373291016,1884.300048828125,26533.41015625,3218.580078125,0.5860000252723694,27.959999084472656
22455700,7307800,524200,733600,18268600,24920000,3378300,2992000,4541700,3198500,8909200,7595800,2060500,4446000,18547900,2020-07-27,41.2599983215332,1901.699951171875,26447.669921875,3219.840087890625,0.5789999961853027,26.600000381469727
5519400,10691300,256200,522600,17574600,34044000,3904200,3262900,6051000,7738800,6547600,4312300,2257400,2497600,19190500,2020-07-28,41.650001525878906,1931.5,26529.44921875,3234.27001953125,0.6050000190734863,24.860000610351562
2950500,6652500,590300,644300,25499900,22130000,3311500,3848900,3342900,3322700,5381600,4635800,2672700,6769600,14143200,2020-07-29,41.130001068115234,1953.199951171875,26388.439453125,3227.219970703125,0.5839999914169312,25.15999984741211
2684100,10342400,387500,771500,17658600,33428000,2749100,3823800,2705700,3113000,4235200,3422600,2205300,30970900,29901100,2020-07-30,41.31999969482422,1963.4000244140625,26367.419921875,3231.760009765625,0.5609999895095825,25.040000915527344
2797300,11132200,428200,1637700,23913000,68798000,4061200,5841300,3194700,3266400,8030400,4995100,3913500,7429900,32116200,2020-07-31,40.34000015258789,1948.5999755859375,26409.330078125,3270.449951171875,0.5299999713897705,24.790000915527344
2088500,11781300,452300,1013500,13733000,46604000,2105400,5068600,3143500,2264900,8624400,3171600,2628500,4317200,23033600,2020-08-03,40.38999938964844,1984.300048828125,26542.3203125,3288.260009765625,0.5590000152587891,25.75
2162700,28004500,532800,952000,12102500,38070000,3078300,2890600,3699900,1935500,9142400,3399100,3594900,4841700,17724000,2020-08-04,40.779998779296875,1971.0,26664.609375,3289.919921875,0.5379999876022339,24.010000228881836
2233400,15080000,242200,682000,16207600,39590000,4097200,2673900,2259600,2644400,6381600,4204000,2982200,3939300,17175100,2020-08-05,41.560001373291016,2024.0,26924.779296875,3317.3701171875,0.5299999713897705,23.440000534057617
2313300,12136100,275900,716100,13772200,39908000,2502700,3423300,3158900,2885800,4588000,2440100,3305300,2420900,14434900,2020-08-06,42.189998626708984,2045.5,27170.8203125,3323.169921875,0.5220000147819519,23.030000686645508
2230700,10627000,369600,810900,10353000,31556000,2520200,4322200,2980000,2184300,4368800,2912300,2600800,10074200,18757900,2020-08-07,41.970001220703125,2040.0999755859375,27321.6796875,3340.050048828125,0.531000018119812,23.450000762939453
2774100,12578500,364500,789500,16375000,25786000,2858800,3810500,2783600,2272800,7240000,4291400,2563600,7396400,24367800,2020-08-10,41.5,2026.4000244140625,27488.2109375,3356.0400390625,0.5540000200271606,22.8799991607666
6387000,11536400,408700,862900,17140700,29088000,3773700,6771600,2478400,3764500,6825200,4574400,3018200,6071900,28987500,2020-08-11,41.97999954223633,2012.4000244140625,27961.640625,3370.340087890625,0.6100000143051147,21.850000381469727
5597400,10272700,356300,1033900,10407500,28740000,2669400,4418200,2167100,2079200,6124400,4922200,2915800,4247200,22503200,2020-08-12,41.619998931884766,1923.0,27860.240234375,3355.4599609375,0.675000011920929,22.81999969482422
2059600,10192400,364100,854000,12649500,29104000,2574900,2615200,1795000,2884000,3680000,3925900,2159500,2848200,17338700,2020-08-13,42.56999969482422,1921.5,27922.509765625,3372.949951171875,0.6819999814033508,22.200000762939453
2874900,10304000,467100,664700,15238000,27096000,2844700,1900000,2060200,1607300,4912800,2829700,1787200,3479000,13595700,2020-08-14,42.33000183105469,1938.699951171875,27828.9296875,3368.659912109375,0.7080000042915344,22.270000457763672
2988700,12287400,490000,650200,12333300,27566000,2817200,2297200,2619000,2068100,4801200,2542800,2772500,2408900,15554600,2020-08-17,42.2400016784668,1949.5999755859375,27970.05078125,3380.860107421875,0.6869999766349792,22.520000457763672
3340900,12027600,634200,700300,8717300,40542000,1869300,2144900,2921500,1519100,4764800,2590700,2520000,2606600,13014000,2020-08-18,42.790000915527344,2001.0999755859375,27853.48046875,3387.0400390625,0.6790000200271606,21.690000534057617
2021000,7528600,373900,961500,9857900,33212000,2098100,1954100,2711100,2012800,5481600,4483900,2066700,2691600,14473100,2020-08-19,42.599998474121094,1980.0,27811.259765625,3392.510009765625,0.656000018119812,21.600000381469727
2412200,9597300,170000,630500,11318700,34138000,1600300,2808000,2084900,1990300,3631200,2690700,2245600,2296700,15678500,2020-08-20,42.7400016784668,1941.199951171875,27622.6796875,3360.47998046875,0.6480000019073486,24.100000381469727
3090600,12047400,524600,677900,12931400,28930000,2507800,2742000,3484800,2005600,5685600,2790000,2488500,4420700,25517700,2020-08-21,42.75,1941.0,27758.130859375,3386.010009765625,0.6320000290870667,22.579999923706055
2519800,13287900,356800,1087100,15266700,28198000,2087000,4130600,2463900,2604400,3548800,2484400,2922200,4084000,18208900,2020-08-24,42.47999954223633,1930.199951171875,28077.580078125,3418.090087890625,0.6330000162124634,22.8700008392334
1685000,10788200,750200,1112000,8413000,44942000,7400500,3699300,2302400,1938500,4051600,3365500,1879300,2931500,31285600,2020-08-25,42.36000061035156,1927.5,28347.419921875,3435.949951171875,0.6850000023841858,22.15999984741211
2532000,7356600,336800,907200,14428200,79868000,3466600,2644100,2316700,2503400,5238800,3648600,3178900,2761700,26795000,2020-08-26,43.38999938964844,1909.699951171875,28257.880859375,3449.969970703125,0.7160000205039978,22.139999389648438
2159800,10231000,418300,881400,14317500,37232000,4281100,2418500,3226800,2325900,4555600,3502000,2321000,2913400,32034300,2020-08-27,43.45000076293945,1948.9000244140625,28384.0703125,3485.139892578125,0.675000011920929,23.420000076293945
2894300,7871900,324000,632500,10975100,29980000,13011800,2177600,3212500,3046300,4618400,3119200,2883500,2979800,33477100,2020-08-28,42.97999954223633,1927.0999755859375,28601.2890625,3494.68994140625,0.7390000224113464,24.59000015258789
4966700,7775700,312400,811700,24898100,36468000,4561900,2542800,2900900,2881100,6013600,3582800,4341600,3960900,25259600,2020-08-31,42.90999984741211,1970.0,28643.66015625,3509.72998046875,0.7329999804496765,23.90999984741211
3172100,11397700,762800,874200,16941900,36506000,3974600,3354500,2926700,2901100,5729600,3285500,2487100,3097000,22464100,2020-09-01,42.83000183105469,1961.699951171875,28439.609375,3507.43994140625,0.7200000286102295,25.860000610351562
3201300,12777000,427800,741600,20421100,50224000,4111900,2818000,4092000,3943700,9754400,3321800,2846500,3778000,26413400,2020-09-02,43.02000045776367,1967.300048828125,28736.7890625,3543.760009765625,0.6769999861717224,26.010000228881836
2230000,13144900,448800,1016200,18515100,62156000,3527700,4469800,3126700,3481300,7855200,4024000,3872500,4759900,28817200,2020-09-03,41.630001068115234,1937.0999755859375,29090.69921875,3564.739990234375,0.6510000228881836,26.280000686645508
1710200,11604600,348900,1082000,16201700,52172000,3326500,3747700,3828600,3267000,7247600,4107100,2901000,3601300,24632500,2020-09-04,41.25,1927.9000244140625,28341.05078125,3453.60009765625,0.6489999890327454,34.619998931884766
1821800,13793400,212100,1209200,20897600,52218000,2796800,3358800,4107600,2863900,7158000,4235200,2594500,3176400,38496400,2020-09-08,39.47999954223633,1930.9000244140625,27925.23046875,3371.8798828125,0.6790000200271606,30.610000610351562
2124500,11437500,593800,905700,15420900,35494000,2807500,3462000,3213200,2721700,4781600,4483800,2195600,2317600,25886100,2020-09-09,36.790000915527344,1926.9000244140625,27711.7109375,3369.820068359375,0.6899999976158142,31.68000030517578
2424100,13894700,416600,1061100,16023600,32372000,2814900,2903000,3325600,2054200,4362800,3402800,2421200,2450900,34381200,2020-09-10,37.79999923706055,1944.0999755859375,28022.509765625,3412.56005859375,0.7049999833106995,28.670000076293945
1824100,10331700,411600,860500,18316200,31942000,2116700,2486500,3616500,1698500,3932800,3007800,3085900,2466800,26838600,2020-09-11,37.0099983215332,1944.0,27613.859375,3352.699951171875,0.6919999718666077,28.6299991607666
1979500,9731200,416400,755000,11435700,33932000,2134000,2286600,2543800,2264200,3916400,3989600,1795500,3617900,26129900,2020-09-14,37.31999969482422,1946.300048828125,27718.740234375,3363.56005859375,0.6759999990463257,25.860000610351562
1667400,12800900,382100,830400,18415900,26622000,1851200,2528700,2640700,2056300,10827600,3199200,1468300,3238500,23724200,2020-09-15,37.279998779296875,1955.800048828125,28139.759765625,3407.72998046875,0.6850000023841858,25.920000076293945
2111300,14637100,300100,1179200,26326900,26234000,3152000,2409200,3463700,2931700,19501600,4103700,3438200,5736800,30890900,2020-09-16,38.349998474121094,1961.300048828125,28031.689453125,3411.22998046875,0.6690000295639038,25.309999465942383
1562700,15839000,466400,1341300,21253500,37596000,2661400,2274300,3376600,2756100,9385600,5257000,2394100,3002200,24696200,2020-09-17,40.189998626708984,1939.0,27834.1796875,3346.860107421875,0.6629999876022339,28.219999313354492
3160200,19415800,366600,1969000,39626000,62078000,4908000,4128100,3861400,4084500,14386000,8811100,3795400,7274000,46853800,2020-09-18,40.970001220703125,1950.5,27864.869140625,3357.3798828125,0.6690000295639038,26.649999618530273
3135200,17000200,720700,1314000,32257700,57776000,4459600,6124500,2831800,3911700,7558800,5570000,4124700,3894400,35351800,2020-09-21,40.97999954223633,1946.199951171875,27484.7109375,3285.570068359375,0.6610000133514404,28.040000915527344
1773700,10344100,439800,1216500,32899300,31664000,2501000,4592200,2475600,2103800,7192800,4908500,3163600,3051900,27303200,2020-09-22,39.630001068115234,1913.0999755859375,27170.33984375,3295.75,0.6690000295639038,28.610000610351562
3406000,12163900,555800,1017400,19671200,33148000,2507600,3992100,2777700,2248200,5855200,5012500,3709900,3842400,31251400,2020-09-23,39.7599983215332,1875.5,27413.599609375,3320.110107421875,0.6790000200271606,27.020000457763672
3551500,16710500,517500,931400,14500600,29004000,2238300,3656000,1727000,1569700,7478400,3597200,2869100,2975100,26796000,2020-09-24,39.599998474121094,1851.5,26716.08984375,3226.139892578125,0.6679999828338623,29.540000915527344
3252500,14525300,432100,1072800,12556000,26460000,2593900,3674000,2196800,1948900,5456800,3836600,2455800,4399300,23486000,2020-09-25,40.150001525878906,1856.300048828125,26694.509765625,3236.659912109375,0.6589999794960022,28.170000076293945
1707900,14455400,289600,1035200,16208800,40158000,2512600,6159800,2111700,2098500,6918400,3832600,2575700,4338400,23396500,2020-09-28,40.06999969482422,1872.800048828125,27362.140625,3333.89990234375,0.6710000038146973,27.149999618530273
1688800,14968900,469100,817400,11873800,19564000,2169300,6594100,1731700,2006700,7094000,4060200,1797800,3113700,20770500,2020-09-29,40.58000183105469,1876.5,27560.240234375,3350.919921875,0.6499999761581421,26.809999465942383
2594900,16196100,600900,1148700,27897300,34032000,2883400,4283300,3034100,3056900,23238400,5410400,3497300,5426700,22223700,2020-09-30,39.15999984741211,1893.0,27514.640625,3341.2099609375,0.6449999809265137,26.690000534057617
2365600,18172600,363300,1386800,15524400,35590000,2409300,2858300,2443000,1989100,10018400,3934400,2731200,4934100,36890200,2020-10-01,39.900001525878906,1884.0999755859375,27940.630859375,3385.8701171875,0.7009999752044678,25.780000686645508
3883000,20237100,275200,1046500,18103900,25682000,2339900,4990800,3833100,1768600,8306000,2974500,2338000,4482700,32694300,2020-10-02,38.599998474121094,1893.9000244140625,27536.390625,3338.93994140625,0.6660000085830688,28.8700008392334
3397300,12696000,416900,807900,12599400,22266000,1750000,2690800,2913800,1457000,6599200,3703400,1638600,2739000,22965200,2020-10-05,37.0,1898.9000244140625,27825.419921875,3367.27001953125,0.7110000252723694,29.520000457763672
4369600,16098800,379000,1104600,17911200,24908000,2345800,4144900,2453600,2021900,7288400,3323800,2434400,3671400,26731800,2020-10-06,39.349998474121094,1906.5999755859375,28214.240234375,3408.739990234375,0.7850000262260437,28.049999237060547
2257000,13702200,229200,802700,17829200,34924000,2030200,2584500,1972500,2155400,10130400,6691300,2596600,3847000,23779300,2020-10-07,39.83000183105469,1874.0999755859375,27971.359375,3384.56005859375,0.7799999713897705,29.260000228881836
1626200,14478200,374500,583800,15366000,23756000,1977900,2361800,3195800,1902600,5694400,6433400,2056700,2797500,34413700,2020-10-08,39.9900016784668,1893.0,28348.859375,3434.280029296875,0.7799999713897705,27.649999618530273
2734600,11540400,252500,625900,25103900,28706000,2636900,2152200,3237700,2015500,6472000,3120800,2028900,2861100,29228600,2020-10-09,41.310001373291016,1909.300048828125,28533.609375,3459.669921875,0.7739999890327454,26.200000762939453
2301800,13252600,112800,1307400,19520100,49652000,3396300,2303200,2412400,1533600,5816400,2842800,2424200,2274000,17912800,2020-10-12,40.400001525878906,1924.0,28671.119140625,3500.02001953125,0.7770000100135803,25.649999618530273
3103100,17753600,297000,963900,13854400,32020000,2315300,2888600,2098900,1575300,8596800,4414300,2713500,3018000,20995100,2020-10-13,39.529998779296875,1921.9000244140625,28764.94921875,3534.010009765625,0.7570000290870667,25.670000076293945
2283300,13017100,477200,840700,15325000,38586000,2384600,2996600,1862600,1435300,5501200,3488200,4455400,3156900,17743000,2020-10-14,40.189998626708984,1889.699951171875,28731.30078125,3515.469970703125,0.7170000076293945,25.719999313354492
1674800,18613900,455900,825900,12904800,30800000,2436600,2195200,2177300,1638100,5739200,2406000,3172200,3059700,23251600,2020-10-15,41.130001068115234,1897.300048828125,28323.400390625,3453.719970703125,0.6980000138282776,27.100000381469727
1966600,17779500,235100,772800,13360900,28694000,3628800,1808600,2162800,2478600,7449600,3033600,3293300,3446000,22627200,2020-10-16,40.880001068115234,1898.5,28570.720703125,3493.5,0.7269999980926514,27.15999984741211
2229600,14844000,399700,1080600,17520400,32142000,2103500,2858400,2009500,1909900,7710400,4671600,2482100,2884600,23645800,2020-10-19,40.689998626708984,1907.300048828125,28633.55078125,3493.659912109375,0.7710000276565552,27.360000610351562
3647000,14079500,522000,1066100,13137400,44834000,1580300,2119800,1883200,1813000,6003200,9405900,1988600,2784700,23040600,2020-10-20,40.650001525878906,1901.300048828125,28245.849609375,3439.3798828125,0.7789999842643738,28.809999465942383
2604500,13462000,354100,727100,13198900,51366000,1827000,2030100,1518200,1511100,7796000,7273500,2139000,4428700,28619300,2020-10-21,41.220001220703125,1913.5999755859375,28270.66015625,3439.909912109375,0.8209999799728394,29.1200008392334
3507900,18373500,1060700,1001800,15956600,28672000,1882100,2647700,1961300,1663200,8463600,4733500,2100600,3897700,31831500,2020-10-22,40.040000915527344,1924.300048828125,28197.419921875,3438.5,0.8130000233650208,30.100000381469727
3525700,15353000,407500,842200,10529200,27516000,1987900,5142400,2278100,2137500,5617200,3823000,2349500,2763100,27429100,2020-10-23,40.61000061035156,1899.9000244140625,28409.650390625,3464.89990234375,0.8600000143051147,28.469999313354492
3753500,19148600,404000,1119600,15634600,37066000,2323700,5468500,2537800,3338800,5707600,5055900,2408500,4053900,30888700,2020-10-26,39.689998626708984,1895.5,28185.8203125,3441.419921875,0.8180000185966492,29.3799991607666
2485800,22195500,311100,897300,11134900,24580000,2009300,4722700,1801900,3894400,4834200,5377700,2427700,5753900,27100700,2020-10-27,38.59000015258789,1904.5999755859375,27651.1796875,3403.14990234375,0.7940000295639038,32.040000915527344
2916300,27748600,543000,983100,20256200,36680000,3233500,3861600,3272900,3065100,7508900,5709000,3301400,11120900,42136400,2020-10-28,38.970001220703125,1870.9000244140625,27102.140625,3342.47998046875,0.7609999775886536,34.689998626708984
2215600,28288100,656200,1420400,20354400,40062000,3113600,3685500,2477600,2680900,7753100,6457600,3279200,5849600,38622800,2020-10-29,37.38999938964844,1876.0999755859375,26480.98046875,3277.169921875,0.7689999938011169,38.79999923706055
2415000,22618400,1083600,2456100,22001800,86582000,4389500,3048000,3450900,2234500,8790500,6155900,3556800,5240500,47885700,2020-10-30,36.06999969482422,1862.800048828125,26572.26953125,3293.590087890625,0.8199999928474426,40.810001373291016
3171400,18342400,817800,1268200,24480400,50708000,4198300,2516000,2983200,2116600,9233600,4315600,4519000,3924000,40130300,2020-11-02,35.2400016784668,1872.9000244140625,26691.279296875,3296.199951171875,0.8539999723434448,38.56999969482422
2886700,21144500,2181600,1172900,20761600,33234000,3719800,6205600,2615000,1896900,6887900,5043800,4043900,3142200,36773000,2020-11-03,37.029998779296875,1891.5,27138.689453125,3336.25,0.8709999918937683,36.439998626708984
2401700,15746600,3293600,1940400,23064100,71418000,4318600,4185400,3360800,3140900,12128800,4771200,10344900,3530000,35410100,2020-11-04,38.150001525878906,1893.800048828125,27512.830078125,3406.4599609375,0.7860000133514404,36.790000915527344
3012400,14209300,1093900,1007600,18897400,41316000,4585100,2780400,3622000,2178500,8644100,5811000,4786500,3998300,30824100,2020-11-05,39.16999816894531,1901.699951171875,28083.369140625,3485.739990234375,0.7630000114440918,27.559999465942383
2145700,17539800,595000,693000,14129100,33218000,3080300,2312100,3916100,1685000,6076100,5465400,2994900,2960000,33985600,2020-11-06,38.540000915527344,1940.800048828125,28399.130859375,3508.340087890625,0.7829999923706055,27.8700008392334
3674500,50503300,504700,1632700,37456800,45366000,7735200,7283900,7981200,4418100,12864500,8327700,4635300,9453000,76879400,2020-11-09,37.34000015258789,1955.5999755859375,29467.900390625,3583.0400390625,0.9179999828338623,24.799999237060547
2587100,36959100,726300,1054700,21103100,52722000,5882200,4017100,4255600,3500400,8649200,7138400,3733200,3329800,49055400,2020-11-10,39.90999984741211,1879.300048828125,29254.169921875,3543.260009765625,0.9490000009536743,25.360000610351562
2094200,23230200,799400,709300,11840000,25280000,3238500,5875600,4126900,2884400,6903300,4586400,2048200,3240200,34124500,2020-11-11,41.790000915527344,1878.800048828125,29524.349609375,3563.219970703125,0.9580000042915344,25.010000228881836
1687500,18017600,987800,650000,20020400,24950000,2659800,3298700,4253200,2216700,5901900,4866200,2907300,4070000,30933700,2020-11-12,41.470001220703125,1869.0,29231.91015625,3562.669921875,0.9369999766349792,24.389999389648438
1936200,11526100,446700,757500,17032600,29998000,2355200,2703800,3072100,1812100,6235000,4887000,2442100,2628500,29241500,2020-11-13,40.939998626708984,1877.0,29203.900390625,3552.570068359375,0.8880000114440918,24.940000534057617
4201000,18338200,293600,1066300,19426600,24936000,4898800,2717000,3702100,2434300,7667600,5408400,2790100,4406300,38596800,2020-11-16,40.16999816894531,1874.5999755859375,29672.359375,3600.159912109375,0.9160000085830688,23.65999984741211
3052600,17444900,846800,621500,19426000,22942000,3447800,2804700,2443100,2589900,5866300,3942100,2557600,3627800,26521100,2020-11-17,41.439998626708984,1888.4000244140625,29800.150390625,3610.31005859375,0.878000020980835,22.84000015258789
2861600,14930900,528400,1655400,18279200,23470000,4422300,2212800,3095200,2615800,6501900,3703500,2722500,3393500,31068000,2020-11-18,41.349998474121094,1873.5,29875.400390625,3612.090087890625,0.8539999723434448,22.860000610351562
4399200,14370100,503300,1288500,13484500,24998000,3263000,2017100,2840500,2986000,7392300,3730300,3935600,3143600,26954400,2020-11-19,41.61000061035156,1865.800048828125,29370.919921875,3559.409912109375,0.8569999933242798,23.6200008392334
5841200,8781700,249200,1163700,19830000,46270000,2359000,1933100,3932600,2656900,5891000,4877000,3702000,3988100,18351000,2020-11-20,41.70000076293945,1871.199951171875,29437.5703125,3579.31005859375,0.8289999961853027,23.43000030517578
4275400,13965300,350000,1518500,14676800,43232000,2806400,2687600,3010300,2064300,7634600,3975000,2535700,3770900,29367600,2020-11-23,42.459999084472656,1834.800048828125,29332.8203125,3566.820068359375,0.8539999723434448,23.65999984741211
2864000,23651600,300100,1074600,31754000,31560000,4053600,5645200,3870900,3086000,6699600,4430200,3759700,5371700,46979300,2020-11-24,42.84000015258789,1829.300048828125,29746.109375,3594.52001953125,0.8730000257492065,22.040000915527344
2276400,14150600,289900,681100,19322100,20916000,2434300,2635700,1889200,2052200,6443100,3498400,3145100,3497700,28178200,2020-11-25,44.81999969482422,1801.4000244140625,30058.869140625,3635.5,0.8799999952316284,21.649999618530273
1154600,9843100,101500,569400,6243700,17698000,1434200,2204100,1394400,1267100,3669300,2523800,1558600,2216600,14971900,2020-11-27,45.900001525878906,1806.0999755859375,29911.330078125,3638.550048828125,0.8569999933242798,21.520000457763672
3484500,19573100,873800,1178700,34359800,36476000,6465700,3536400,3413600,6141300,13120300,5539100,5265700,4708600,45614300,2020-11-30,45.34000015258789,1785.0,29854.509765625,3634.179931640625,0.8500000238418579,22.639999389648438
3362600,19097500,523800,1177100,14369600,34738000,3795500,3364200,4224800,3859600,8099500,6791700,3817700,5371500,32472900,2020-12-01,45.08000183105469,1775.0,29797.5,3645.8701171875,0.8569999933242798,20.209999084472656
1858700,18098900,440500,820600,14438000,24440000,2459900,3005600,6223700,2421800,5128800,5415000,2864300,3853300,29369500,2020-12-02,44.380001068115234,1811.300048828125,29695.08984375,3653.780029296875,0.9229999780654907,21.0
2590300,20335900,339300,822200,14677200,24546000,2779400,2750700,3732500,2377800,7660500,4313400,4169200,2844200,27038900,2020-12-03,44.9900016784668,1829.199951171875,29920.830078125,3668.280029296875,0.9390000104904175,21.239999771118164
3094200,18195700,574700,685900,12258100,27564000,3198800,2614100,3151100,2663600,7763800,4678200,3255100,2766200,28723600,2020-12-04,45.63999938964844,1840.699951171875,29989.560546875,3670.93994140625,0.925000011920929,21.049999237060547
2545700,14184400,353400,881000,12195900,26418000,2595100,3040600,3826000,2526800,6752200,5224200,2999400,3117200,24899400,2020-12-07,46.150001525878906,1836.5,30233.029296875,3694.72998046875,0.9480000138282776,22.040000915527344
2077200,15181200,108600,1020900,13352400,21926000,2302300,2883600,2709400,1730800,8255400,5712800,2471200,3885000,32573800,2020-12-08,45.65999984741211,1863.0,29997.94921875,3683.050048828125,0.925000011920929,21.649999618530273
2491800,15677500,339300,1813100,17327400,30152000,2946400,2448100,3010900,2790900,6683700,6900000,2600400,3327300,37824800,2020-12-09,45.599998474121094,1867.0999755859375,30229.810546875,3705.97998046875,0.9430000185966492,20.65999984741211
2449500,17912300,216100,880100,17304100,27256000,2987200,3266600,2956400,2228800,6204600,8787800,2896900,4708600,38058700,2020-12-10,45.689998626708984,1833.199951171875,30032.55078125,3659.1298828125,0.9259999990463257,22.1200008392334
1884400,13760100,196100,989000,19640200,24414000,3120700,1852400,2770800,1875700,6022500,4869000,3071700,4777500,25478800,2020-12-11,46.970001220703125,1838.5,29988.2109375,3656.080078125,0.8930000066757202,22.489999771118164
2756400,13009800,346700,1284600,14005700,32004000,3345300,2319900,4745000,3700100,5759900,12877400,2479000,3388700,30595000,2020-12-14,46.72999954223633,1835.5,30123.91015625,3675.27001953125,0.9300000071525574,22.670000076293945
2334800,11890300,275000,1034600,18869000,29646000,2502500,2977200,3798200,2270600,6859400,8624900,2616500,2555300,27138400,2020-12-15,46.9900016784668,1833.5,29919.08984375,3666.409912109375,0.9010000228881836,24.0
2290300,12281900,307800,1283900,13129800,30270000,2930100,1777200,2682000,1949900,7787700,9049500,2365600,3421600,34273000,2020-12-16,47.599998474121094,1856.5,30191.380859375,3696.25,0.9430000185966492,22.510000228881836
2585200,14900600,322800,1904700,13464900,32494000,2148300,1688000,2558800,2327800,9384200,5799900,2525700,4386900,21204600,2020-12-17,47.849998474121094,1874.199951171875,30216.0,3713.64990234375,0.9210000038146973,21.979999542236328
14359200,10984900,324900,2253900,31640400,80328000,6686200,2589600,7929100,4682000,13298300,12918200,8742700,8581300,46596800,2020-12-18,48.43000030517578,1882.4000244140625,30314.259765625,3722.389892578125,0.9259999990463257,22.149999618530273
3056600,19097500,478500,893200,19672400,36568000,2467500,3313800,4342500,1704600,7251400,7672100,2892700,3180000,27869500,2020-12-21,48.540000915527344,1884.800048828125,30159.0,3684.280029296875,0.8999999761581421,24.25
2896200,10396200,246700,1269800,13739800,18734000,2019600,1909900,2772800,1381200,5335300,5109300,2069700,2489200,21792900,2020-12-22,47.93000030517578,1882.199951171875,30200.19921875,3698.080078125,0.9309999942779541,25.239999771118164
2435100,13739900,209600,1590800,12934200,20676000,2046700,2789100,1658800,1762600,4626400,3702800,2348100,2553800,19085900,2020-12-23,46.790000915527344,1867.0,30046.73046875,3693.419921875,0.9200000166893005,23.489999771118164
758000,5024000,58900,1127300,3875300,6936000,754900,536500,1047700,656200,1387500,1128500,1360600,1006100,8039000,2020-12-24,48.09000015258789,1877.300048828125,30155.919921875,3694.030029296875,0.9399999976158142,22.469999313354492
1617200,10215000,284100,774800,13510700,27860000,1715700,2376900,2550100,1403000,3753700,4528900,2308200,1861700,23877500,2020-12-28,48.22999954223633,1895.5,30283.23046875,3723.030029296875,0.953000009059906,22.110000610351562
1720800,13062300,131100,1301000,11245200,25988000,1527600,1646400,1665700,1218900,3774900,2417300,2275700,2864600,20287700,2020-12-29,47.720001220703125,1881.300048828125,30492.0703125,3750.010009765625,0.949999988079071,21.610000610351562
1846300,11662600,99600,865400,9954000,26122000,1602100,1698600,1855000,1419100,3804800,2886400,1866000,3107100,23807300,2020-12-30,48.130001068115234,1879.9000244140625,30415.08984375,3736.18994140625,0.9430000185966492,22.579999923706055
1778400,12011100,101800,699500,11651200,20238000,1406400,1314500,2610900,1841300,4119400,2892300,1969000,2349400,22786500,2020-12-31,48.349998474121094,1897.0,30417.640625,3733.27001953125,0.9269999861717224,22.989999771118164
3232900,14485100,510400,1185200,22302100,38038000,2328900,2713300,4055400,2996200,9388400,5389400,4203800,4304000,27764700,2021-01-04,48.400001525878906,1912.199951171875,30627.470703125,3764.610107421875,0.9350000023841858,23.040000915527344
2212300,25447500,420300,842600,17854600,22906000,2172100,2697300,2576100,2295300,7339800,5282700,3160500,3967000,44035100,2021-01-05,47.380001068115234,1941.699951171875,30204.25,3698.02001953125,0.9369999766349792,26.940000534057617
2713900,25221400,368500,1491400,22552600,52042000,2747900,7157300,3083400,3346400,12155700,6376600,6561400,5061400,36484800,2021-01-06,49.81999969482422,1952.0,30362.779296875,3712.199951171875,1.0,25.479999542236328
2764400,16470700,302300,1259500,20230800,45300000,2057300,3532400,3142000,5863400,8816000,4824300,3366700,6024300,29528100,2021-01-07,50.529998779296875,1922.5999755859375,30901.1796875,3764.7099609375,1.055999994277954,23.670000076293945
3059800,20189600,517800,1051100,22140400,41012000,3278900,2092000,2639100,4808100,8376200,4035600,2947800,4844800,28628200,2021-01-08,50.93000030517578,1908.0,31069.580078125,3815.050048828125,1.0880000591278076,22.43000030517578
2359600,12509400,279900,1082800,18794300,24194000,2938900,1661000,2545400,2736600,7064300,4698000,2695100,6127800,38246200,2021-01-11,52.58000183105469,1826.5,31015.369140625,3803.139892578125,1.1150000095367432,23.309999465942383
3122500,16990200,345000,1695600,20999500,27140000,2498800,1565100,2952000,2949100,7669300,5300300,2372500,4612100,36915100,2021-01-12,52.18000030517578,1849.0,31015.009765625,3801.6201171875,1.1649999618530273,23.489999771118164
7424900,14152800,387200,1090300,16227000,21882000,2145100,2211600,2069800,2098000,8542600,5280200,1974500,2643000,29000300,2021-01-13,53.310001373291016,1858.0,31084.880859375,3802.22998046875,1.128999948501587,23.06999969482422
8042700,14279000,352100,1484500,18806000,23590000,3661500,2371000,3666700,2895400,8899000,5504700,2919900,2625000,35474800,2021-01-14,52.84000015258789,1836.699951171875,31085.669921875,3814.97998046875,1.1050000190734863,22.219999313354492
